,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,1.75,2.25,4.50,5.00,48.15,0.08,0.00,1.84,-21.087,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,5,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,5.00,5.50,59.99,0.11,0.00,-29.51,-15.766,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,6,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,5.50,2.75,61.32,0.06,0.00,20.80,1035.847,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,7,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.75,3.25,62.93,0.05,0.00,20.07,-738.957,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,8,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.25,3.75,60.16,0.08,0.00,8.32,-176.613,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,9,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.75,4.25,55.92,0.07,0.00,-43.93,-65.671,110.675,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,90,10,0.8,00.000000,00.000000,17051601,10,0,11.83,12.16,17.2,16/05/2017 09:35:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.25,4.75,51.12,0.00,0.00,12.03,-27.036,99.696,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,82,8,0.8,00.000000,00.000000,17051601,1,0,11.86,12.16,17.2,16/05/2017 09:35:51,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.75,5.25,50.98,0.06,0.00,-19.74,-15.409,99.696,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,82,8,0.8,00.000000,00.000000,17051601,2,0,11.86,12.16,17.2,16/05/2017 09:35:51,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,2.75,3.25,41.09,0.07,0.00,24.54,-2248.477,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,1,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.25,3.75,47.67,0.03,0.00,8.13,-372.661,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,2,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.75,4.25,48.04,0.04,0.00,-44.16,-125.183,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,3,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.25,4.75,46.02,0.04,0.00,12.45,-54.516,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,4,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.75,5.25,47.10,0.12,0.00,-19.24,-30.040,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,5,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.25,5.75,41.27,0.04,0.00,40.40,-15.793,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,6,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.75,3.00,46.29,0.06,0.00,-2.62,1138.784,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,7,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.00,3.50,44.89,0.06,0.00,15.13,-767.711,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,8,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.50,4.00,53.47,0.03,0.00,-7.18,-228.614,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,9,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.00,4.50,43.58,0.04,0.00,-12.40,-74.534,161.183,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,139,22,0.9,00.000000,00.000000,17051601,10,0,11.62,12.28,21.6,16/05/2017 09:36:01,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.50,5.00,43.49,0.20,0.00,1.84,-20.375,88.312,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,78,7,0.9,00.000000,00.000000,17051601,1,0,11.89,12.30,21.6,16/05/2017 09:36:11,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.00,5.50,57.96,0.10,0.00,-31.12,-15.518,88.312,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,78,7,0.9,00.000000,00.000000,17051601,2,0,11.89,12.30,21.6,16/05/2017 09:36:11,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.00,3.50,62.33,0.04,0.00,11.73,-1046.994,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,1,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.50,4.00,71.60,0.04,0.00,-7.66,-171.831,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,2,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.00,4.50,55.92,0.05,0.00,-12.49,-44.736,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,3,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.50,5.00,57.94,0.10,0.00,2.11,-21.066,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,4,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.00,5.50,76.59,0.14,0.00,-31.15,-14.996,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,5,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.50,3.25,63.12,0.06,0.00,43.87,469.210,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,6,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.25,3.75,62.96,0.04,0.00,6.95,-330.506,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,7,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.75,4.25,64.08,0.03,0.00,-44.93,-84.103,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,8,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.25,4.75,59.43,0.03,0.00,12.39,-31.198,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,9,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.75,5.25,63.04,0.04,0.00,-19.04,-16.546,49.476,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,42,2,0.8,00.000000,00.000000,17051601,10,0,11.98,12.28,22.1,16/05/2017 09:36:21,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.25,5.75,54.62,0.00,0.00,39.52,-15.278,92.259,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,5,0.00,76,7,0.8,00.000000,00.000000,17051601,1,0,11.89,12.32,21.6,16/05/2017 09:36:29,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.25,3.75,60.86,0.15,0.00,7.10,-1199.151,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,1,0,11.98,12.30,22.1,16/05/2017 09:36:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.75,4.25,69.32,0.14,0.00,-45.26,-195.126,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,2,0,11.98,12.30,22.1,16/05/2017 09:36:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.25,4.75,68.13,0.14,0.00,13.02,-63.923,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,3,0,11.98,12.30,22.1,16/05/2017 09:36:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.75,5.25,74.60,0.13,0.00,-18.50,-31.815,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,4,0,11.98,12.30,22.1,16/05/2017 09:36:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.25,5.75,66.35,0.14,0.00,39.76,-15.236,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,5,0,11.98,12.30,22.1,16/05/2017 09:36:39,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.75,3.50,71.92,0.13,0.00,12.31,627.128,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,6,0,11.98,12.30,22.1,16/05/2017 09:36:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.50,4.00,74.49,0.14,0.00,-6.40,-458.662,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,7,0,11.98,12.30,22.1,16/05/2017 09:36:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.00,4.50,63.27,0.15,0.00,-12.48,-97.401,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,8,0,11.98,12.30,22.1,16/05/2017 09:36:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.50,5.00,67.37,0.14,0.00,1.68,-41.482,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,9,0,11.98,12.30,22.1,16/05/2017 09:36:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.00,5.50,86.52,0.18,0.00,-31.71,-26.636,58.032,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,56,3,1.0,00.000000,00.000000,17051601,10,0,11.98,12.30,22.1,16/05/2017 09:36:39,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,3.50,4.00,72.84,0.03,0.00,-3.97,-1071.424,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,1,0,12.01,12.28,22.1,16/05/2017 09:36:48,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.00,4.50,59.90,0.08,0.00,-12.89,-125.881,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,2,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.50,5.00,63.16,0.11,0.00,1.55,-44.239,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,3,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.00,5.50,79.44,0.07,0.00,-31.31,-25.294,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,4,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.50,3.75,65.37,0.05,0.00,50.84,414.329,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,5,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,3.75,4.25,64.22,0.08,0.00,-45.26,-295.192,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,6,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.25,4.75,64.73,0.06,0.00,13.21,-74.384,43.323,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,44,2,1.0,00.000000,00.000000,17051601,7,0,12.01,12.28,22.1,16/05/2017 09:36:49,0,0,0.0,0.00,0.0
