El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,17,18,0,3,49.34,0,0,17.59,-0.788,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,3,1,48.17,0,0,53.65,0.559,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,1,2,60.14,0,0,-36.47,-0.315,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,2,4,68.62,0,0,17.85,-0.974,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,4,6,64.38,0,0,61.67,-1.432,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,6,8,46.24,0,0,-128.83,-1.747,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,8,5,52.16,0,0,55.93,2.62,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,5,7,61.5,0,0,40.9,-1.761,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,7,9,39.1,0,0,-28,-2.004,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,9,12,37.3,2.14,0,-44.56,-7.749,67.13,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,4,1,65.03,0,0,20.26,0.286,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,1,5,62.71,0,0,-33.03,-0.415,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,5,2,68.49,0,0,-4.18,0.372,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,2,6,62.4,0,0,77.33,-0.515,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,6,3,65.1,0,0,-94.32,0.444,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,3,7,57.34,0,0,61.32,-0.601,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,7,10,42.46,2.47,0,-22.95,-0.902,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,10,8,42.94,0,0,-73.57,0.702,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,8,11,39.56,2.05,0,140.9,-1.217,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,11,12,33.52,4.61,0,-123.89,-0.773,15.222,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,4,1,74.43,0,0,20.11,0.329,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,1,6,67.91,0,0,39.43,-0.645,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,6,3,62.71,0,0,-93.88,0.43,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,3,5,53.53,0,0,22.15,-0.215,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,5,2,60.29,0,0,-4.57,0.329,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,2,7,60.92,0,0,43.97,-0.73,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,7,10,42.26,0.84,0,-22.82,-0.902,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,10,11,31.63,0,0,66.66,-0.458,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,11,13,28.3,0.59,0,-101.54,-1.804,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,13,8,32.08,0.22,0,-38.29,3.037,15.293,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,3,8,56.39,0.77,0,-36.32,-0.874,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,8,4,53.3,0,0,70.55,0.73,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,4,7,62,0,0,26.76,-0.544,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,7,11,40.27,0.33,0,43.09,-1.446,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,11,6,41.2,0.67,0,-9.35,1.632,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,6,9,45.55,0,0,-62.05,-0.702,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,9,5,47.07,0.67,0,-9.45,0.859,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,5,10,48.71,0.27,0,16.1,-1.36,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,10,13,29.39,0.36,0,-35.35,-2.305,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,13,12,23.25,0.67,0,-21.24,0.945,15.33,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,7,4,69.9,0,0,-25.55,0.616,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,4,9,53.64,4.53,0,-3.31,-1.103,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,9,6,41.67,0,0,62.54,0.644,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,6,10,43.78,1.91,0,-56.01,-1.102,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,10,14,29.81,0.31,0,-68.7,-4.781,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,14,11,28.97,0.2,0,134.81,4.224,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,11,15,30.64,0.21,0,-19.4,-10.722,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,15,12,30.43,0.31,0,-102.69,9.939,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,12,8,37.61,0.32,0,-17.04,2.047,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,8,5,53.49,0,0,59.04,0.616,15.39,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,7,12,35.29,0.36,0,-79.59,-2.105,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,12,16,50.5,0.08,0,56.7,-57.992,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,16,11,50.1,0.14,0,65.55,58.702,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,11,9,41.64,0.59,0,-70.78,1.017,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,9,13,31.26,0.18,0,-29.88,-2.777,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,13,14,29.5,0.34,0,-32.99,-2.42,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,14,15,31.83,0.23,0,113.47,-6.527,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,15,10,31.02,0.11,0,-43.69,11.356,15.46,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,9,14,31.08,0.21,0,-63.74,-5.313,15.468,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,14,19,28.63,0.21,0,-271.2,41.12,15.468,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,19,15,29.02,0.13,0,383.25,-47.635,15.468,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,15,16,58.34,0,0,-46.87,-47.876,15.468,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,16,13,51.36,0.12,0,-31.18,56.903,15.468,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,15,20,30.35,0.15,0,-78.43,24.86,15.44,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,20,16,44.36,0.09,0,28.96,-72.672,15.44,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,16,19,38.8,0,0,-326.83,95.355,15.44,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,18,16,21,47.6,0.11,0,-217.29,68.078,15.404,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,17,19,13,15,33.39,0.03,0,73.46,-222.465,251.143,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,1,0,68.91,0,0,-69.85,0.057,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,0,2,86.64,0,0,32.88,-0.158,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,2,3,84.61,0,0,-16.42,-0.1,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,3,4,89.58,0,0,35.11,-0.129,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,4,5,80.86,0,0,-12.07,-0.143,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,5,6,84.11,0,0,70.97,-0.186,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,6,7,66.08,0,0,-32.77,-0.186,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,8,54.76,0,0,-97.21,-0.2,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,8,9,52.79,0,0,70.35,-0.258,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,9,10,66.15,0,0,5.5,-0.444,15.183,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,0,3,172.49,0,0,16.68,-0.516,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,3,1,152.41,0,0,52.81,0.329,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,1,2,43.72,0,0,-36.05,-0.043,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,2,4,126.14,0,0,18.27,-0.329,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,4,7,76.15,0,0,25.45,-0.515,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,5,71.51,0,0,-37.27,0.358,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,5,8,67.85,0,0,-59.82,-0.587,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,8,6,51.09,0,0,130.81,0.329,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,6,9,59.52,0,0,-59.77,-0.673,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,9,12,56.28,0.32,0,-51.04,-1.719,15.111,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,4,1,79.68,0,0,18.24,0.286,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,1,5,88.23,0,0,-30.85,-0.473,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,5,2,94.93,0,0,-5.47,0.415,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,2,6,97.95,0,0,76.32,-0.644,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,6,3,87.52,0,0,-92.92,0.472,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,3,7,90.77,0,0,60.59,-0.745,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,9,53.85,0,0,-26.68,-0.458,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,9,12,57.65,0.73,0,-51.11,-1.761,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,12,8,56.2,0.63,0,-19.03,1.99,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,8,10,67.01,0.07,0,76.02,-0.773,15.117,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,4,1,79.67,0,0,18.29,0.286,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,1,6,96.6,0,0,39.11,-0.73,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,6,3,87.51,0,0,-92.52,0.472,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,3,5,107.53,0,0,23.09,-0.344,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,5,2,91.62,0,0,-5.94,0.401,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,2,7,94.6,0.27,0,43.71,-0.888,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,10,62.19,0.27,0,-21.64,-0.945,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,10,11,59.99,0,0,62.68,-0.573,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,11,8,61.76,1.4,0,-137.92,1.303,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,8,13,50.09,0.27,0,39.61,-2.922,15.12,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,3,8,76.72,0.32,0,-37.56,-0.916,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,8,4,79.1,0.32,0,72.53,0.831,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,4,7,81.8,0,0,25.31,-0.558,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,10,61.69,0.32,0,-21.68,-0.945,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,10,5,70.29,0.32,0,-15.1,1.432,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,5,9,69.35,0.32,0,10.97,-0.945,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,9,6,62.76,0,0,59.32,0.716,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,6,11,61.88,0.32,0,7.8,-1.718,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,11,12,51.56,0,0,-117.9,-0.744,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,12,13,37.82,1.26,0,19.94,-0.874,15.243,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,4,9,66.68,2.18,0,-1.45,-1.024,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,9,13,49.83,0.7,0,-32.45,-2.678,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,13,10,45.67,0.24,0,37.17,2.148,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,10,6,66.88,2.12,0,54.32,1.21,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,6,5,90.49,0,0,-69.34,0.2,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,5,8,74.07,0,0,-60.52,-0.644,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,8,7,58.59,0,0,97.98,0.215,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,11,58.45,1.5,0,40.28,-1.454,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,11,14,43,0.08,0,-132.33,-3.343,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,14,12,41.16,0.82,0,15.29,2.607,15.197,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,7,12,57.73,0.47,0,-77.34,-2.263,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,12,15,38.27,0.27,0,86.48,-5.5,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,15,10,40.73,0.2,0,-30.4,6.829,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,10,14,44.17,0.21,0,-71.1,-3.851,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,14,9,46.5,0.17,0,67.01,4.366,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,9,11,58.9,0.91,0,65.89,-0.959,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,11,13,43.29,0.2,0,-97.7,-1.618,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,13,16,46,0.22,0,13.18,-14.808,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,16,17,52.34,0.02,0,144.93,-42.121,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,17,20,53.28,0.09,0,-159.28,128.644,15.17,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,15,11,40.19,0.44,0,31.1,6.372,15.216,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,11,16,46.1,0.2,0,-86.29,-16.614,15.216,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,16,12,45.52,0.11,0,-30.47,15.749,15.216,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,12,17,50.33,0.06,0,171.63,-58.041,15.216,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,17,13,50.55,0.06,0,-152.3,57.132,15.216,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,13,14,43.63,0.57,0,-34.19,-1.761,15.216,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,15,14,35.24,0.71,0,-100.67,2.85,15.244,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,14,17,50.77,0.12,0,182.81,-55.428,15.244,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,17,21,50.77,0.06,0,-334.19,82.111,15.244,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,21,16,49.2,0.03,0,197.24,-39.787,15.244,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,16,20,53.71,0.03,0,-13.08,86.865,15.244,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,16,15,50.33,0.42,0,55.25,10.253,15.361,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,15,20,54.16,0.06,0,-68.45,77.241,15.361,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,20,17,53.26,0.06,0,148.33,-130.204,15.361,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,19,17,22,50.45,0.06,0,-128.95,71.943,15.361,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,20,14,16,46.12,0.03,0,44.85,-18.917,15.462,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,18,21,12,15,40.89,0.06,0,83.24,-11.241,15.547,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,1,0,103.02,0,0,-69.32,1.131,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,0,2,104.27,0,0,32.86,-2.492,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,2,3,109.19,0,0,-16.08,-1.675,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,3,4,103.43,0,0,36.06,-1.904,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,4,5,96.69,0,0,-11.88,-2.162,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,5,6,113.96,0,0,68.57,-3.136,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,6,7,86.99,0,0,-32.05,-2.992,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,7,8,69.03,0,0,-97.75,-3.022,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,8,9,63.15,0,0,73.52,-3.594,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,9,10,84.01,0,0,4.27,-6.374,235.982,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,0,3,104.55,0,0,14.54,-4.11,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,3,1,104.22,0,0,53.14,2.95,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,1,2,95.14,0,0,-35.51,-1.231,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,2,4,101.62,0,0,19.51,-3.436,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,4,7,97.35,0,0,23.95,-8.217,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,7,5,97.43,0,0,-35.58,6.042,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,5,8,84.51,0,0,-62.05,-8.947,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,8,6,76.08,0,0,130.66,5.957,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,6,9,70.79,0,0,-56.48,-9.578,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,9,12,67.1,0.09,0,-51.21,-22.131,236.389,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,4,1,101.22,0,0,15.51,4.74,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,1,5,99.68,0,0,-28,-6.903,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,5,2,101.22,0,0,-6.9,5.698,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,2,6,103.75,0,0,75.36,-8.705,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,6,3,102.39,0,0,-91.55,7.014,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,3,7,97.43,0,0,59.98,-10.037,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,7,9,65.04,0,0,-24.16,-6.57,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,9,12,67.11,0,0,-51.2,-22.168,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,12,8,66.59,0.03,0,-21.99,25.8,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,8,10,74.4,0,0,77.92,-9.912,236.768,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,4,1,100.14,0,0,15.35,4.697,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,1,6,101.86,0,0,39.77,-9.883,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,6,3,102.66,0,0,-91.16,7.044,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,3,5,96.45,0,0,24.08,-3.951,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,5,2,101.05,0,0,-7.27,5.697,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,2,7,98.87,0,0,43.42,-11.726,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,7,10,72.61,0.03,0,-20.3,-12.883,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,10,11,61.74,0,0,58.57,-6.473,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,11,8,69.16,0.05,0,-135.71,16.479,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,8,13,59.54,0.03,0,40.89,-36.483,237.145,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,3,8,88.22,0,0,-38.75,-13.003,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,8,4,86.8,0,0,74.55,11.186,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,4,7,97.24,0,0,23.88,-8.247,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,7,10,72.68,0,0,-20.26,-12.914,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,10,5,79.03,0.08,0,-14.86,18.968,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,5,9,77.35,0.03,0,11.83,-12.657,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,9,6,70.76,0,0,56.13,9.619,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,6,11,70.9,0.08,0,5.86,-22.498,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,11,12,62.61,0,0,-112.79,-9.392,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,12,13,47.43,0,0,18.33,-10.671,237.505,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,4,9,79.76,0,0,-1.03,-14.864,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,9,13,59.08,0.03,0,-33.43,-32.913,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,13,10,55.41,0.03,0,37.68,26.631,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,10,6,75.23,0.1,0,52.24,15.992,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,6,7,87.56,0,0,-31.72,-3.035,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,7,11,68.79,0.03,0,37.64,-19.472,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,11,14,52.6,0,0,-129.86,-38.707,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,14,12,49.97,0.02,0,17.7,29.272,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,12,15,45.56,0,0,78.73,-55.422,237.805,500,0,0,,,,,,,,,,,,,,,,,,40
