El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),Nâ electrode A,Nâ electrode B,Nâ electrode M,Nâ electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (mV/V),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (âC),Rx-Bat (V),Rx Temp. (âC),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
Mixed / non conventional,2,6,12,13,2,6,12,13,55.71,0.26,0,-0.9,11.83,-7.159,54.85,1000,-426.89,-16.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.48,-2.62,-1.75,1.48,-4.63,6.74,1,0.9,-1.74,1.64,-4,7.13,-3.25,-0.89,0.13,-2.89,-3.52,-5.35,-0.38,0.39,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.6,11,0,0,,SurfRifle_,9,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,13,14,2,6,13,14,55.54,2.62,0,4.63,-18.88,-4.985,54.85,1000,-611.12,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,-3.72,0.41,0.94,-0.34,15.68,21.95,3.26,-7.54,-0.88,2.7,13.37,14.8,2.16,10.27,6.71,-3.57,0.72,0.21,-0.17,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.6,11,0,0,,SurfRifle_,10,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,14,15,2,6,14,15,58.82,0.43,0,-0.89,-9.38,-3.652,52.159,1000,-840.15,-15.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,14.72,-18.14,10.07,33.33,13.92,-5.72,4.87,24.75,17.71,-27.2,-12.96,18.15,9.61,-22.29,-29.36,14.46,-7.86,-34.59,-24.24,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,1,0,12.83,0,12.39,39.7,9/10/16 12:26,0,1,0,0,0,0
Mixed / non conventional,2,6,15,16,2,6,15,16,87.85,0,0,1.87,38.71,-4.096,52.159,1000,-1118.68,21.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23,3.7,0.89,-27.81,-38.85,-17.61,-0.3,-10.61,-21.17,-4.04,20.12,20.26,8.93,-0.06,12.05,38.84,-1.34,8.75,34.11,13.74,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,2,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,16,17,2,6,16,17,52.19,0.27,0,2.24,-46.96,-1.876,52.159,1000,-1451.42,42.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.74,-3.85,3.24,9.07,10.98,-14.34,0.06,7.15,8.62,7.12,-0.95,20.53,-5.19,-7.12,0.39,-2.36,15.21,-8.13,-3.77,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,3,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,17,18,2,6,17,18,64.75,1.22,0,-3.13,27.57,-1.833,52.159,1000,-1843.07,-48.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,-58.59,-16.6,6.35,18.07,-2.93,-6.35,49.32,0.98,-16.6,6.35,42.97,30.76,-23.44,-41.99,-12.7,-24.41,-17.58,-0.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,4,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,18,19,2,6,18,19,101.56,0.87,0,3.88,-24.57,-2.305,52.159,1000,-2298.35,38.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,-0.43,1.57,-4.31,14.69,13.58,10.1,-3.53,-7.34,3.15,-2.29,-5.77,3.91,10.46,24.02,16.22,12.4,4.67,-6.61,-7.4,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,5,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,19,20,2,6,19,20,97.6,0.72,0,-2.16,12.56,-1.804,52.159,1000,-2821.96,-22.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.75,5.95,-37.7,-40.18,-38.19,4.46,9.42,0,15.87,15.87,2.98,7.44,7.94,16.37,-10.91,2.48,-12.9,-9.92,0.99,-13.89,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,6,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,21,3,2,6,21,3,56.31,0,0,1.07,169.27,-318.192,52.159,1000,-9.23,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,2,1.5,1.59,1.48,1.29,1.16,1.06,1.35,1.08,0.86,0.94,1.02,0.69,0.45,0.53,0.53,0.48,0.52,0.5,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,10,0,0,,SurfRifle_,8,0,12.83,0,12.39,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,6,21,22,2,6,21,22,94.3,6.39,0,-23.42,7.73,-1.138,49.414,1000,-4093.05,-248.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,-66.26,10.15,-68.85,-7.2,-118.93,-28.61,-72.18,49.06,-38.77,-72.59,30.36,-45.16,-47.01,-13.02,32.91,7.24,-92.12,-16.95,36.86,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.1,10,0,0,,SurfRifle_,1,0,12.85,0,12.39,39.7,9/10/16 12:26,0,1,0,0,0,0
Mixed / non conventional,2,7,3,4,2,7,3,4,60.1,0.06,0,1.08,10.25,282.695,50.667,1000,10.77,18.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,2.56,2.18,2.08,0.6,1.59,1.84,1.69,1.37,0.59,1.07,1.47,0.39,0.29,-0.15,-0.04,0.87,1.06,-0.07,-0.17,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,1,0,12.83,0,12.39,40.2,9/10/16 12:26,0,1,0,0,0,0
Mixed / non conventional,2,7,4,5,2,7,4,5,33.1,0.61,0,1.01,63.41,88.971,50.667,1000,18.85,30.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0.27,1.2,0.47,4.07,0.66,-0.95,-1.93,-0.53,1.51,0.49,-0.97,1.66,3.08,3.38,2.42,-0.29,-0.2,2.62,1.86,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,2,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,5,6,2,7,5,6,46.85,16.36,0,6.72,82.84,220.391,50.667,1000,10.77,143.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22,8.75,8.43,8.23,7.79,7.61,7.39,7.09,6.64,6.91,6.4,5.93,5.94,6.05,5.82,5.52,5.34,5.12,5.1,5.13,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,3,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,8,9,2,7,8,9,47.12,0.02,0,0.12,3.03,-180.945,50.667,1000,-13.19,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.51,0.23,0.22,0.26,0.2,0.07,-0.13,0.11,-0.16,0.1,0.31,0,-0.33,-0.27,0.13,0.25,0.3,0.1,-0.1,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,5,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,9,10,2,7,9,10,25.2,0.1,0,0.79,2.83,-30.238,50.667,1000,-42.22,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.7,0.17,0.06,0.95,-0.17,-0.53,1.67,4.01,3.47,1.12,-0.2,0.04,-2.19,0.48,0.82,-0.33,0.62,0.75,1.19,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,6,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,10,11,2,7,10,11,27.63,0.36,0,1.31,-8.12,-15.474,50.667,1000,-90.48,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1.29,0.46,0.53,1.99,3.94,-0.82,5.11,3.13,-2.6,0.06,1.7,-1.33,1.48,1.65,0.93,4.21,2.33,1.52,0.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,7,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,11,12,2,7,11,12,40.23,0.17,0,1,-14.38,-12.617,50.667,1000,-161.57,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,-1.43,-3.82,-2.74,4.8,-0.89,-2.07,2.46,8.12,8.15,-0.49,-2.72,-4.66,-3.32,-1.12,4.3,2.47,-1.28,-0.71,8.2,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,8,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,12,13,2,7,12,13,51.49,0.23,0,0.33,11.31,-10.065,50.667,1000,-259.18,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.71,0.74,-0.2,0.34,1.99,-2.02,-1.54,0,3.75,0.98,0.47,0.3,0.99,3.77,2.7,1.66,-0.73,-7.18,0.88,0.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,9,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,13,14,2,7,13,14,51.76,0.94,0,1.81,-19.51,-6.775,50.667,1000,-387.04,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,3.63,-0.84,-9.65,3.37,-2.17,-4.78,6.76,15.22,-0.45,0.59,1.11,-1.15,-8.76,-1.81,1.02,2.84,5.17,13.88,4.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,10,0,12.83,0,12.39,40.2,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,14,15,2,7,14,15,55.74,1.06,0,6.26,-9.58,-4.597,45.265,1000,-548.9,112.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,-27.17,-25.42,-13.15,16.32,25.21,21.85,25.13,3.69,20.04,21.63,20.68,3.76,1.68,4.18,1.83,7.67,9.49,-3.6,-3.81,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,1,0,12.84,0,12.41,39.7,9/10/16 12:26,0,1,0,0,0,0
Mixed / non conventional,2,7,15,16,2,7,15,16,83.13,0.46,0,-1.67,38.21,-5.027,45.265,1000,-748.5,-20.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64,36.45,22.96,21.14,-1.59,-18.12,-5.95,-20.48,-11.39,-24.39,-8.18,-6.41,-0.97,2.5,-3.87,-2.6,2.56,-9.65,-4.56,3.85,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,2,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,16,17,2,7,16,17,50.08,1.11,0,2.61,-47.42,-2.291,45.265,1000,-989.6,52.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,2.7,-11.79,1.13,2,-2.33,6.3,13.68,23.73,8.62,19.51,-2.77,-2.65,0.06,-8.23,0.79,16.5,-17.08,-1.49,-4.26,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,3,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,17,18,2,7,17,18,62.56,1.42,0,0.31,27.53,-2.219,45.265,1000,-1275.97,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,-14.82,-10.3,0.63,12.95,16.82,4.93,3.23,-14.03,0.35,34.89,45.41,3.91,-13.38,-20.74,-12.75,-13,-4.33,-9.97,-12.8,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,4,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,18,19,2,7,18,19,97.34,0,0,7.15,-24.94,-2.734,45.265,1000,-1611.37,73.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32,11.43,12.17,14.71,6.12,-7.59,-0.7,-0.66,6.22,0.32,4.25,10.09,12.81,14.14,1.01,11.38,9.53,4.33,15.75,0.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,5,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,19,20,2,7,19,20,94.87,1.05,0,2.03,12.4,-2.148,45.265,1000,-1999.56,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.41,14.56,-7.85,-2.01,3.27,-3.32,1.22,-1.59,9.98,0.76,11.38,36.85,3.9,-4.57,-12.11,-21.29,3.73,-11.35,6.62,23.93,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,6,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,20,21,2,7,20,21,63.39,2.67,0,-4.8,12.85,-1.174,45.265,1000,-2444.32,-75.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86,-19.05,0.76,-32.01,-42.68,-21.34,14.48,31.25,-35.82,-48.02,-29.73,12.96,18.29,19.05,-21.34,-26.68,22.1,27.44,27.44,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,7,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,21,3,2,7,21,3,53.83,0,0,1.09,126.55,-298.157,45.265,1000,-8.17,20.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,1.76,1.55,1.35,1.31,1.41,1.37,1.17,1.06,0.93,1.04,1.17,0.76,0.8,0.72,0.69,0.76,0.71,0.44,0.52,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,8,0,12.84,0,12.41,39.7,9/10/16 12:26,0,0,0,0,0,0
Mixed / non conventional,2,7,21,22,2,7,21,22,90,15.32,0,13.99,7.54,-1.246,40.828,1000,-2949.4,155.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6,123.87,36.76,-5.4,46.09,-73.52,-86.28,65.11,-10.45,-102.75,-69.06,59.86,-33.27,61.28,-30.65,2.91,72.21,13.77,75.84,139.09,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.9,8,0,0,,SurfRifle_,1,0,12.86,0,12.41,39.7,9/10/16 12:26,0,1,0,0,0,0
Mixed / non conventional,3,4,5,6,3,4,5,6,38,0.09,0,-0.51,-26.89,-67.076,33.271,1000,-18.85,-13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.09,-3.78,-0.23,-2.53,-3.21,1.65,-0.63,-6.67,-2.72,3.42,0.49,1.26,1.47,2.09,-0.87,0.5,-0.33,-0.52,-1.77,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,1,0,12.86,0,12.39,40.2,9/10/16 12:27,0,1,0,0,0,0
Mixed / non conventional,3,4,8,9,3,4,8,9,31.96,1.43,0,2.69,13.31,-2.82,33.271,1000,-376.99,84.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.43,19.62,8.54,-10.48,14.94,12.7,-22.87,-5.68,5.11,-7.25,-4.4,15.9,0.33,-6.67,6.01,16.47,-17.14,-20.3,13.96,16.52,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,4,0,12.86,0,12.39,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,4,9,10,3,4,9,10,32.08,1.8,0,9.58,4.35,-1.618,33.271,1000,-659.73,298.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,16.08,33.2,8.27,14.9,35.52,-25.16,18.78,-3.95,7.86,23.27,14.98,4.44,6.6,-15.51,2.74,-17.65,14.37,19.27,18.73,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,5,0,12.86,0,12.39,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,4,10,11,3,4,10,11,37.25,0.08,0,2.82,-7.16,-1.174,33.271,1000,-1055.58,75.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.07,1.52,9.15,-22.87,21.34,31.25,-16.77,-6.86,-26.68,-4.57,-9.91,14.48,5.34,-5.34,-19.82,5.34,0.76,-19.82,16.01,32.77,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,6,0,12.86,0,12.39,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,4,11,12,3,4,11,12,54.5,2.42,0,9.45,-13.83,-1.145,33.271,1000,-1583.36,173.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.72,-21.87,28.13,33.59,37.5,33.59,8.59,-23.44,3.13,-21.09,15.63,1.56,7.81,25,1.56,10.94,-7.81,-5.47,30.47,-5.47,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,7,0,12.86,0,12.39,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,7,9,3,5,7,9,29.09,1.56,0,0.63,-166.6,-40.684,52.721,1000,-37.7,21.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.8,0.83,3.52,4.14,-1.08,-1.93,0.19,0.6,1.27,0.04,-0.33,-2.66,-0.74,0.79,3.1,-1.95,3.41,0.57,0.09,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,1,0,12.83,0,12.41,40.2,9/10/16 12:27,0,1,0,0,0,0
Mixed / non conventional,3,5,10,11,3,5,10,11,33.74,0.5,0,3.26,-6.53,-4.381,52.721,1000,-405.99,96.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09,6.49,4.27,11.05,10.2,7.83,-2.81,-0.19,-7.09,-0.99,1.67,4.67,-1.62,-0.41,4.78,2.03,10.21,-2.03,2.2,7.95,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,3,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,11,12,3,5,11,12,49.02,0.19,0,0.28,-13.24,-4.08,52.721,1000,-633.35,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,3.74,-4.04,4.08,8.99,-10.35,-6.88,-8.38,8.37,23.54,19.49,-6.37,-21.43,-11.84,-2.87,8.8,-2.37,-6.98,5.31,0.9,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,4,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,12,13,3,5,12,13,61.45,0.74,0,5.64,12.2,-3.479,52.721,1000,-931.39,91.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.94,22.66,10.5,2.53,8.43,11.05,3.28,-2.55,-0.22,11.05,13.95,10.8,5.91,5.07,1.25,6.24,0.48,-1.56,-5.44,-5.63,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,5,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,13,14,3,5,13,14,60.81,0.32,0,0.93,-18.91,-2.448,52.721,1000,-1309.55,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,-11.66,-1.11,2.49,9.86,-8.43,13.46,-1.08,19.39,25.62,-7.71,-20.46,-38.68,-23.38,5.85,25.24,-18.66,-5.86,9.15,15.75,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,6,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,14,15,3,5,14,15,63.7,0.16,0,4.6,-8.88,-1.89,52.721,1000,-1777.24,72.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,19.45,15.15,-4.15,9.9,23.24,-5.74,-4.24,7.2,7.65,20.05,7.52,28.72,12.27,-23.62,17.49,-9.05,-33.56,4.3,-4.31,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,7,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,15,17,3,5,15,17,77.77,1.49,0,-2.72,-7.69,-3.108,52.721,1000,-1319.47,-34.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,2,-17.39,5.13,10.4,1.72,-4,-30.54,-13.29,18.78,-2.08,-19.36,-27.28,-3.69,-3.65,-3,-16.7,8.41,25.15,4.95,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,8,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,5,18,19,3,5,18,19,104.14,4.07,0,20.17,-24.49,-1.16,52.721,1000,-4731.89,193.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66,4.31,5.43,70.12,34.45,13.76,42.85,-31.55,23.84,75.65,37.5,-3.14,-31.29,9.17,45.43,16.23,-15.57,12.63,66.5,-13.66,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.8,11,0,0,,SurfRifle_,10,0,12.83,0,12.41,40.2,9/10/16 12:27,0,0,0,0,0,0
Mixed / non conventional,3,6,5,4,3,6,5,4,40.19,9.86,0,4.63,25.88,-277.025,43.305,1000,-6.28,115.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,6.51,5.88,5.75,5.84,5.46,5.21,4.78,4.39,4.09,3.85,4.42,4.76,4.22,3.48,4.06,3.47,3.39,2.75,3.25,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,4.6,9,0,0,,SurfRifle_,1,0,12.86,0,12.37,40.2,9/10/16 12:27,0,1,0,0,0,0
