El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),Nâ electrode A,Nâ electrode B,Nâ electrode M,Nâ electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (mV/V),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (âC),Rx-Bat (V),Rx Temp. (âC),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
Mixed / non conventional,5,9,13,14,5,9,13,14,38.15,0.08,0,0.64,-19.98,-24.979,113.937,1000,-174,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.4,1.07,-0.32,0.82,0.36,1.54,-0.72,0.07,-0.29,-1,1.83,0.9,-0.04,1.72,0.86,-0.21,0.32,1.54,1.97,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.8,23,0,0,,SurfRifle_,7,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,14,15,5,9,14,15,42.54,0.18,0,0.43,-8.75,-17.142,113.937,1000,-282.74,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,5.01,0.47,-0.16,-4.75,-0.52,-2.87,4.75,0.1,-1.57,-3.76,1.46,3.24,2.87,5.8,-0.52,5.64,-2.04,-2.3,-2.25,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.8,23,0,0,,SurfRifle_,8,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,15,16,5,9,15,16,66.03,0,0,1.18,39.67,-17.625,113.937,1000,-426.89,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,2.69,1.32,-0.1,0.51,-1.27,0.61,-1.01,0.2,3.81,3.76,1.57,0.1,1.78,1.52,0.05,2.34,3.35,0.91,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.8,23,0,0,,SurfRifle_,9,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,16,17,5,9,16,17,40.72,0.37,0,-1.14,-49.35,-7.592,113.937,1000,-611.12,-27.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,2.48,-1.53,0.24,-9.79,0.59,0.94,0,-0.35,-4.36,-3.89,-3.77,-0.24,3.89,9.32,-0.24,-5.9,-7.43,-10.38,0.12,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.8,23,0,0,,SurfRifle_,10,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,17,18,5,9,17,18,52.62,2.1,0,-1.36,31.41,-7.167,114.429,1000,-840.15,-25.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.77,-35.44,-15.37,-25.03,0.54,0.18,20.14,-12.5,6.55,-12.35,-8.26,17.03,-8.55,11.24,-5.62,-9.93,-16.01,8.61,14.44,21.33,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.7,23,0,0,,SurfRifle_,1,0,12.81,0,12.37,41.2,9/10/16 12:33,0,1,0,0,0,0
Mixed / non conventional,5,9,18,19,5,9,18,19,82.47,1.74,0,2.99,-27.66,-8.436,114.429,1000,-1118.68,36.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.36,26.4,14.6,14.28,6.18,15,-14.81,7.53,6.84,10.68,0.91,-16.18,2.09,-1.37,11.52,3.29,6.35,-0.27,-4.81,-18.96,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.7,23,0,0,,SurfRifle_,2,0,12.81,0,12.37,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,19,20,5,9,19,20,82.27,1.49,0,1.09,13.18,-6.486,114.429,1000,-1451.42,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79,4.13,-3.52,8.15,3.51,-4.43,-3.38,5.71,0,4.02,6.21,-6.27,4.84,-1.94,1.38,7.99,7.77,-5.4,-2.35,-0.83,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.7,23,0,0,,SurfRifle_,3,0,12.81,0,12.37,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,21,22,5,9,21,22,83.67,0.56,0,2.96,7.81,-4.166,114.429,1000,-2298.35,35.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,-0.53,3.65,3.66,6.99,2.02,5.24,8.59,-0.64,6.77,5.26,1.1,3.67,-5.68,-1.85,9.01,3.53,-3.55,2.99,7.2,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.7,23,0,0,,SurfRifle_,5,0,12.81,0,12.37,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,9,22,23,5,9,22,23,83.33,4.03,0,-3.61,0.97,-3.379,114.429,1000,-2821.96,-43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-16.29,-8.21,-23.83,-7.42,6.22,-16.82,-29.66,10.73,5.3,-11.26,0.26,-9.67,18.01,7.55,-6.62,-5.43,6.09,4.63,-9.67,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.7,23,0,0,,SurfRifle_,6,0,12.81,0,12.37,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,6,7,5,10,6,7,39.41,0.06,0,0.8,10.74,382.149,104.433,1000,10.77,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.66,0.89,0.66,1.57,1.03,1.4,1.87,0.3,0.17,0.39,0.89,1.24,1,0.34,0.28,0.38,1.13,0.48,0.25,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,1,0,12.8,0,12.39,41.2,9/10/16 12:33,0,1,0,0,0,0
Mixed / non conventional,5,10,7,8,5,10,7,8,30.41,0.6,0,0.99,-30.58,168.504,104.433,1000,18.85,32.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,3.28,2.5,3.06,-0.11,1.61,0.42,-1.28,2.2,1.74,1.65,-0.14,-0.68,0.01,0.48,0.83,0.87,-0.89,0.32,1.01,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,2,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,8,9,5,10,8,9,49.76,4.74,0,2.58,172.58,482.474,104.433,1000,10.77,51.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,3.9,3.51,3.25,3.15,2.82,2.61,2.62,2.6,2.54,2.3,2.26,2.2,2.08,2.04,2.05,1.96,1.91,1.82,1.76,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,3,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,9,11,5,10,9,11,-12.29,135.25,0,22.12,-270.23,-17.023,104.433,1000,75.4,-1799.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,34.75,28.87,24.53,27.73,19.75,17.02,22.68,21.54,25.2,17.61,22.65,20.07,15.11,24.33,20.01,15.71,15.76,16.19,14.72,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,4,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,11,12,5,10,11,12,39.96,0.01,0,1.09,-23.22,-316.296,104.433,1000,-13.19,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,1.85,1.51,1.54,1.39,1.36,1.23,1.14,1.02,0.95,1.03,0.85,0.71,0.81,0.79,0.79,0.74,0.67,0.66,0.72,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,5,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,12,13,5,10,12,13,34.33,0.02,0,0.29,8.46,-84.902,104.433,1000,-42.22,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.61,0.77,-0.03,0.33,-0.88,-1.06,0.17,0.87,1.34,-0.8,0.04,0.52,-0.29,0.79,0.74,0.35,-0.21,-0.18,-0.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,6,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,13,14,5,10,13,14,31.48,0.01,0,0.4,-21.13,-36.331,104.433,1000,-90.48,12.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0.68,1.73,0.5,0.37,0.23,0.99,1.06,-0.52,0.47,-0.27,-0.05,0.05,0.77,-0.1,-0.3,0.05,-0.27,0,1.28,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,7,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,14,15,5,10,14,15,35.91,0.22,0,-0.16,-9.24,-23.214,104.433,1000,-161.57,-4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,2.13,1.4,-1.49,-0.36,-3.44,-5.65,-0.88,2.64,4.57,-1.54,0.06,-1.68,-1.55,3.83,-0.22,-2.62,-2.52,1.53,1.15,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,8,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,15,16,5,10,15,16,57.42,0.14,0,1.44,39.07,-23.137,104.433,1000,-259.18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.89,2.24,3.01,0.85,3.9,2.67,2.37,1.21,0.53,0.97,1.67,1.42,-0.35,1.2,0.35,-0.27,1.13,1,1.27,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,9,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,16,17,5,10,16,17,36.42,0.89,0,0.6,-49.68,-9.826,104.433,1000,-387.04,16.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0.8,-4.08,-3.36,0.54,-1.59,-7.15,5.56,1.03,4.37,-1.83,-1.44,-1.1,-3.12,4.57,5.54,-2.56,0.06,6.27,1.43,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,10,0,12.8,0,12.39,41.2,9/10/16 12:33,0,0,0,0,0,0
Mixed / non conventional,5,10,17,18,5,10,17,18,47.26,3.9,0,-6.72,31.58,-8.807,102.288,1000,-548.9,-142.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,-19.88,3.13,20.66,15.53,-16.67,-2.44,-14.9,-9.39,-13.41,2.26,-9.25,-10.27,-4.66,-24.04,35.22,-0.16,-27.28,-59.97,-2.83,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2,20,0,0,,SurfRifle_,1,0,12.81,0,12.37,41.2,9/10/16 12:34,0,1,0,0,0,0
Mixed / non conventional,5,10,18,19,5,10,18,19,74.99,3.47,0,6.37,-28.05,-10.248,102.288,1000,-748.5,84.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67,17.69,-9.96,-12.71,-6.86,18.77,5.81,9.04,2.32,9.4,-1.66,5.25,2.84,0.47,18.1,-14.55,7.16,11.27,40.63,11.78,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2,20,0,0,,SurfRifle_,2,0,12.81,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,5,10,19,20,5,10,19,20,75.63,0.58,0,3.36,13.04,-7.817,102.288,1000,-989.6,44.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,6.35,6.76,0.3,6.64,9.22,5.09,3.89,7.9,3.95,0.91,0.91,7.61,4.52,3.77,-9.85,-3.15,11.8,3.26,-5.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2,20,0,0,,SurfRifle_,3,0,12.81,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,5,10,20,21,5,10,20,21,53.22,0.55,0,1.74,13.39,-4.266,102.288,1000,-1275.97,32.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,-1.35,-8.04,5.56,4.84,-3.13,-4.95,-7.68,-2.72,-2.51,4.69,-9.36,-9.55,1.16,-8.39,27.07,17.5,-2.42,-2.78,15.05,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2,20,0,0,,SurfRifle_,4,0,12.81,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,5,10,21,22,5,10,21,22,78.14,0.32,0,1.01,7.72,-4.96,102.288,1000,-1611.37,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,8.47,4.06,-3.32,7.12,4.32,-0.27,5.49,9.47,-2.89,0.45,-5.32,-1.53,-5.06,0.72,-8.93,-3.8,11.46,4.44,-6.32,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2,20,0,0,,SurfRifle_,5,0,12.81,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,5,10,22,23,5,10,22,23,79.07,1.98,0,-6.74,0.72,-4.045,102.288,1000,-1999.56,-85.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,-14.13,-34.2,-4.3,-2.14,-8.74,-7.28,-18.81,-16.84,-14.07,-7.95,-21.8,-23.67,-13.37,-6.2,48.56,24.32,-22.36,-16.59,13.59,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2,20,0,0,,SurfRifle_,6,0,12.81,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,7,8,9,6,7,8,9,54.15,0.6,0,0.25,76.18,-59.93,20.863,1000,-18.85,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,-0.56,-0.35,-0.7,0.63,-0.21,-0.03,0.16,-0.44,0.41,0.99,-0.14,0.53,-0.21,-0.37,1.39,0.53,1.66,1.26,0.93,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,9.6,4,0,0,,SurfRifle_,1,0,12.83,0,12.37,41.2,9/10/16 12:34,0,1,0,0,0,0
Mixed / non conventional,6,7,11,12,6,7,11,12,34.15,2.33,0,8.87,-13.34,-1.89,20.863,1000,-376.99,259.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.39,8.6,23.71,12.17,2.9,2.73,4.31,17.37,-23.13,1.84,13.26,1.91,11.86,9.87,34.61,2.9,-3.87,44.88,22.87,-2.07,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,9.6,4,0,0,,SurfRifle_,4,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,7,12,13,6,7,12,13,43.91,2.57,0,-6.55,10.81,-1.389,20.863,1000,-659.73,-149.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.46,-20.62,-23.8,5.89,-7.75,-16.7,-13.96,-12.91,-3.92,-10.31,-10.19,3.92,3.89,-8.97,6.27,-14.84,-11.53,7.11,-3.22,7.19,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,9.6,4,0,0,,SurfRifle_,5,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,10,12,6,8,10,12,24.98,1.65,0,0.81,-183.54,-37.261,56.226,1000,-37.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,-2.58,1.06,2.43,1.53,0.61,0.64,3.74,-0.17,3.1,4.65,-2.86,-3.74,-2.33,-0.14,-4.66,2.87,4.66,6.09,0.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,1,0,12.83,0,12.37,41.2,9/10/16 12:34,0,1,0,0,0,0
Mixed / non conventional,6,8,12,13,6,8,12,13,37.22,0.75,0,1.45,11.19,-8.722,56.226,1000,-239.9,38.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,18.04,-1.53,0.62,5.11,0.73,3.16,-3.81,3.87,-10.45,-20.59,15,15.67,8.35,4.85,10.39,-8.48,-13.61,-8.75,3.41,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,2,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,13,14,6,8,13,14,38.04,0.47,0,1.25,-19.04,-5.269,56.226,1000,-405.99,32.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49,-0.35,10.04,4.42,-4.76,0.16,2.35,0.33,4.41,2.02,-0.69,4.58,-4.09,4.08,0.49,1.36,-2.2,-1.35,-4.58,0.34,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,3,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,14,15,6,8,14,15,41.93,0.42,0,3.19,-8.35,-3.722,56.226,1000,-633.35,76.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.58,-3.32,0.25,13.21,-2.41,-5.04,9.15,12.24,6.7,5.72,-5.78,7.44,-0.22,1.93,2.19,-0.96,15.15,10.85,18.5,-12.25,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,4,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,15,16,6,8,15,16,64.5,0.17,0,3.11,40.34,-3.894,56.226,1000,-931.39,48.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,11.04,7.34,-1.84,-3.66,16.55,7.11,-1.14,6.18,22.53,7.35,1.86,-7.14,-0.46,0.46,0.93,-6.23,1.83,-6.41,4.61,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,5,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,16,17,6,8,16,17,39.68,3.85,0,-4.94,-49.27,-1.704,56.226,1000,-1309.55,-124.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77,-26.83,0.02,33.62,-13.17,-38.88,-3.17,33.56,-18.33,-22.22,-13.74,-4.81,-3.09,-29.52,22.03,-31.62,11.09,-1.02,18.31,-6.34,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,6,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,18,19,6,8,18,19,81.79,3.8,0,-5.34,-25.62,-1.962,56.226,1000,-2343.9,-65.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,-9.12,-10.99,10,-22.43,-37.93,-1.44,-5.06,-34.7,26.41,-1.39,-7.75,-23.68,-16.52,-1.35,3.56,20.53,0.44,9.96,-4.99,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,8,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,8,19,20,6,8,19,20,77.64,1.26,0,10.14,13.14,-1.446,56.226,1000,-3018.94,130.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42,25.96,16.05,17.46,-15.36,1.85,16.04,8.71,39.44,4.98,11.16,6.15,14.64,-24.73,27.13,19.31,-22.29,12.99,27.89,19.74,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,9,0,12.83,0,12.37,41.2,9/10/16 12:34,0,0,0,0,0,0
Mixed / non conventional,6,9,7,8,6,9,7,8,38.64,5.01,0,1.89,-63.17,336.718,54.75,1000,6.28,48.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,2.6,2.42,2.46,2.23,2.23,2.05,1.86,1.94,2.07,1.95,1.6,1.69,1.85,1.41,1.39,1.43,1.25,1.24,1.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,1,0,12.83,0,12.37,41.7,9/10/16 12:35,0,1,0,0,0,0
Mixed / non conventional,6,9,8,10,6,9,8,10,78.23,10.23,0,-1.72,-25.99,170.431,54.75,1000,25.13,-21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13,-1.63,-1.57,-2.03,-1.95,-1.92,-1.78,-1.3,-2,-2.13,-2.03,-1.59,-2.03,-2.16,-1.36,-1.67,-1.96,-1.39,-1.33,-1.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,2,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,10,11,6,9,10,11,48.06,0.09,0,0.91,-131.99,-188.47,54.75,1000,-13.96,18.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,1.78,1.45,1.36,1.26,1.18,1.15,1.01,0.63,0.78,0.75,0.62,0.54,0.75,0.68,0.35,0.4,0.43,0.49,0.64,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,3,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,11,12,6,9,11,12,34.96,0.16,0,1.36,-8.45,-40.617,54.75,1000,-47.12,38.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,2.82,1.09,2.34,1.7,1.24,2.16,0.18,1.67,1.14,0.31,1.13,2.66,1.2,1.14,0.01,1.78,1.08,0.81,0,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,4,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,12,13,6,9,12,13,37.73,0.12,0,0.17,13.08,-19.569,54.75,1000,-105.56,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.49,1.29,1.11,-1.59,3.08,1.16,0.14,-0.36,2.11,-0.54,-2.63,-1.96,-1.1,1.33,-0.11,-1.66,-1.48,0.39,0.6,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,5,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
Mixed / non conventional,6,9,13,14,6,9,13,14,36.78,0.69,0,0.52,-18.67,-10.301,54.75,1000,-195.48,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,-4.62,0.84,-0.24,-3.14,4.21,2.04,-0.51,2.47,-0.37,-5.92,2.48,1.57,1.24,-3.5,1.09,4.01,6.6,0.73,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,6,0,12.83,0,12.37,41.7,9/10/16 12:35,0,0,0,0,0,0
